,study id,study link,name of data file in study,name of metadata column,phenotype keyword,label of class 1,label of class 0,technology platform,technique category,affiliation,organism,organism category,release date,number of samples in class 0,number of samples in class 1,number of samples,number of features,fatness,score of the best method,score of the best univariate method,score of the best multivariate method,name of the best multivariate method,tendency,text description of the dataset,text description embedding PC0,text description embedding PC1
MTBLS31-metaboliteprofilingmassspectrometryv2maf-APuertoRico834PR8-AAichi0268HANAxAPuertoRico834X31PBS,MTBLS31,https://www.ebi.ac.uk/metabolights/editor/MTBLS31,m_balf lipids 3-19 post infection with influenza a test_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[Treatment],treatment,A/Puerto Rico/8/34 (PR8) ,"A/Aichi/02/68 (HA, NA) x A/Puerto Rico/8/34 (X31)",API 4000 QTRAP (AB Sciex),LCMS,Seattle Biomedical Research Institute,?,other or unknown,2013-05-09,80.0,88.0,168,53,0.3154761904761904,0.7950020328720987,0.688560763067342,0.7950020328720987,SVMlinear,multivariate models performs better than univariate models,phenotype description  treatment  values  a/puerto rico/8/34 (pr8)   a/aichi/02/68 (ha  na) x a/puerto rico/8/34 (x31)  organism  nan,0.1600440193952842,0.2036411090773557
MTBLS31-metaboliteprofilingmassspectrometryv2maf-APuertoRico834PR8PBS-AAichi0268HANAxAPuertoRico834X31,MTBLS31,https://www.ebi.ac.uk/metabolights/editor/MTBLS31,m_balf lipids 3-19 post infection with influenza a test_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[Treatment],treatment,A/Puerto Rico/8/34 (PR8) ,"A/Aichi/02/68 (HA, NA) x A/Puerto Rico/8/34 (X31)",API 4000 QTRAP (AB Sciex),LCMS,Seattle Biomedical Research Institute,?,other or unknown,2013-05-09,70.0,98.0,168,53,0.3154761904761904,0.8209701104522077,0.6992367793119072,0.8209701104522077,AdaBoost,multivariate models performs better than univariate models,phenotype description  treatment  values  a/puerto rico/8/34 (pr8)   a/aichi/02/68 (ha  na) x a/puerto rico/8/34 (x31)  organism  nan,0.1600440193952842,0.2036411090773557
MTBLS31-metaboliteprofilingmassspectrometryv2maf-APuertoRico834PR8-AAichi0268HANAxAPuertoRico834X31,MTBLS31,https://www.ebi.ac.uk/metabolights/editor/MTBLS31,m_balf lipids 3-19 post infection with influenza a test_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[Treatment],treatment,A/Puerto Rico/8/34 (PR8) ,"A/Aichi/02/68 (HA, NA) x A/Puerto Rico/8/34 (X31)",API 4000 QTRAP (AB Sciex),LCMS,Seattle Biomedical Research Institute,?,other or unknown,2013-05-09,70.0,88.0,158,53,0.3354430379746835,0.8586792177345246,0.7289555014199355,0.8586792177345246,SVMlinear,multivariate models performs better than univariate models,phenotype description  treatment  values  a/puerto rico/8/34 (pr8)   a/aichi/02/68 (ha  na) x a/puerto rico/8/34 (x31)  organism  nan,0.1600440193952842,0.2036411090773557
MTBLS32-data.txt-timeover13-timeunder11,MTBLS32,https://www.ebi.ac.uk/metabolights/editor/MTBLS32,m_mtbls-li_data.txt,Factor Value[Time],other,13,6,API 4000 QTRAP (AB Sciex),LCMS,Seattle Biomedical Research Institute,?,other or unknown,2013-05-30,12.0,11.0,23,79,3.4347826086956523,0.96875,0.96875,0.921875,SVMlinear,univariate models performs better than multivariate models,phenotype description  time  values  13  6  organism  nan,0.1154457372428992,0.1235520669513097
MTBLS32-metaboliteprofilingmassspectrometryv2maf-timeover13-timeunder11,MTBLS32,https://www.ebi.ac.uk/metabolights/editor/MTBLS32,m_mtbls-li_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[Time],other,13,6,API 4000 QTRAP (AB Sciex),LCMS,Seattle Biomedical Research Institute,?,other or unknown,2013-05-30,12.0,11.0,23,79,3.4347826086956523,0.96875,0.96875,0.96875,GBtree,multivariate and univariate models are equivalent,phenotype description  time  values  13  6  organism  nan,0.1154457372428992,0.1235520669513097
MTBLS33-datafile.txt-time11-timeunder10,MTBLS33,https://www.ebi.ac.uk/metabolights/editor/MTBLS33,m_mtbls-ln_data_file.txt,Factor Value[Time],other,11,3,API 4000 QTRAP (AB Sciex),LCMS,Seattle Biomedical Research Institute,?,other or unknown,2013-05-30,15.0,10.0,25,77,3.08,1.0,0.984375,1.0,SVMrbf,multivariate and univariate models are equivalent,phenotype description  time  values  11  3  organism  nan,0.1157953400729888,0.1210434347908279
MTBLS33-metaboliteprofilingmassspectrometryv2maf-time11-timeunder10,MTBLS33,https://www.ebi.ac.uk/metabolights/editor/MTBLS33,m_mtbls-ln_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[Time],other,11,3,API 4000 QTRAP (AB Sciex),LCMS,Seattle Biomedical Research Institute,?,other or unknown,2013-05-30,15.0,10.0,25,77,3.08,1.0,0.984375,1.0,SVMrbf,multivariate and univariate models are equivalent,phenotype description  time  values  11  3  organism  nan,0.1157953400729888,0.1210434347908279
MTBLS34--dose200000-dose200or0,MTBLS34,https://www.ebi.ac.uk/metabolights/editor/MTBLS34,m_mtbls-lv.txt,Factor Value[Dose],other,200000,0,API 4000 QTRAP (AB Sciex),LCMS,Seattle Biomedical Research Institute,?,other or unknown,2013-05-30,16.0,20.0,36,73,2.0277777777777777,0.8416666666666667,0.7916666666666667,0.8416666666666667,PLSDA,multivariate models performs better than univariate models,phenotype description  dose  values  200000  0  organism  nan,0.098864434158268,0.2645093777129117
MTBLS36-metaboliteprofilingmassspectrometry1v2maf-NOR-wildtype,MTBLS36,https://www.ebi.ac.uk/metabolights/editor/MTBLS36,m_esb tomato_metabolite profiling_mass spectrometry-1_v2_maf.tsv,Factor Value[Cultivars],other,NOR,AC+,LTQ Orbitrap Velos (Thermo Scientific),?,Notthingham University + Royal Holloway + Syngenta,?,other or unknown,2014-02-07,37.0,38.0,75,93,1.24,0.8076636904761905,0.7860119047619047,0.8076636904761905,PLSDA,multivariate models performs better than univariate models,phenotype description  cultivars  values  nor  ac+  organism  nan,0.3479253409403703,0.0032820843617687
MTBLS36-metaboliteprofilingmassspectrometry1v2maf-CNR-wildtype,MTBLS36,https://www.ebi.ac.uk/metabolights/editor/MTBLS36,m_esb tomato_metabolite profiling_mass spectrometry-1_v2_maf.tsv,Factor Value[Cultivars],other,CNR,AC+,LTQ Orbitrap Velos (Thermo Scientific),?,Notthingham University + Royal Holloway + Syngenta,?,other or unknown,2014-02-07,37.0,39.0,76,93,1.2236842105263157,0.960858585858586,0.960858585858586,0.9449652777777776,PLSDA,multivariate and univariate models are equivalent,phenotype description  cultivars  values  cnr  ac+  organism  nan,0.3680648083177099,-0.0252675018574995
MTBLS36-metaboliteprofilingmassspectrometry1v2maf-wildtype-rest,MTBLS36,https://www.ebi.ac.uk/metabolights/editor/MTBLS36,m_esb tomato_metabolite profiling_mass spectrometry-1_v2_maf.tsv,Factor Value[Cultivars],other,AC+,NOR,LTQ Orbitrap Velos (Thermo Scientific),?,Notthingham University + Royal Holloway + Syngenta,?,other or unknown,2014-02-07,116.0,37.0,153,93,0.6078431372549019,0.7410893273393273,0.7280696386946386,0.7410893273393273,XGBoost,multivariate and univariate models are equivalent,phenotype description  cultivars  values  ac+  nor  organism  nan,0.3508998208878776,0.0045062740833997
MTBLS36-metaboliteprofilingmassspectrometry1v2maf-RIN-wildtype,MTBLS36,https://www.ebi.ac.uk/metabolights/editor/MTBLS36,m_esb tomato_metabolite profiling_mass spectrometry-1_v2_maf.tsv,Factor Value[Cultivars],other,RIN,AC+,LTQ Orbitrap Velos (Thermo Scientific),?,Notthingham University + Royal Holloway + Syngenta,?,other or unknown,2014-02-07,37.0,39.0,76,93,1.2236842105263157,0.8013392857142857,0.8013392857142857,0.7656498015873016,RF,univariate models performs better than multivariate models,phenotype description  cultivars  values  rin  ac+  organism  nan,0.3718103206006185,0.0171467787945065
MTBLS39-metaboliteprofilingmassspectrometryv2maf-harvest2006-harvest2006or2007,MTBLS39,https://www.ebi.ac.uk/metabolights/editor/MTBLS39,m_the plasticity of the grapevine berry transcriptome_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[Year of Harvesting],other,2006,2008,Bruker Esquire 6000,?,University of Verona,?,other or unknown,2013-11-04,15.0,12.0,27,106,3.925925925925926,0.921875,0.921875,0.8958333333333333,GBtree,univariate models performs better than multivariate models,phenotype description  year of harvesting  values  2006  2008  organism  nan,0.3290062397620718,-0.0528327121019183
MTBLS40-metaboliteprofilingmassspectrometryv2maf-genotypett4-genotypecol0ormt1,MTBLS40,https://www.ebi.ac.uk/metabolights/editor/MTBLS40,m_gc0001_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[Genotype],mutation,tt4,Col-0,Leco Pegasus III,?,RIKEN Plant Science Center,?,other or unknown,2014-03-01,30.0,20.0,50,171,3.42,1.0,0.9696428571428573,1.0,AdaBoost,multivariate models performs better than univariate models,phenotype description  genotype  values  tt4  col-0  organism  nan,0.130254105803618,0.1314840128578538
MTBLS41-v2maf-saltafter8days25-saltafter8dayslowerthan10,MTBLS41,https://www.ebi.ac.uk/metabolights/editor/MTBLS41,m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (B)_v2_maf.tsv,Factor Value[Salt_Quantity_after_08d],other,25,0,GC-MS,GCMS,Max Planck Institute of Molekular Plant Physiology,?,other or unknown,2015-09-14,11.0,17.0,28,63,2.25,0.953125,0.953125,0.953125,ElasticNet,multivariate and univariate models are equivalent,phenotype description  salt_quantity_after_08d  values  25  0  organism  nan,0.2446168235450999,0.1539138561797157
MTBLS42-v2maf-saltafter8days25-saltafter8dayslowerthan10,MTBLS42,https://www.ebi.ac.uk/metabolights/editor/MTBLS42,m_Mining for metabolic responses to long-term salt stress a case study on Arabidopsis thaliana Col-0 (C)_v2_maf.tsv,Factor Value[Salt_Quantity_after_08d],other,25,0,GC-MS,GCMS,Max Planck Institute of Molekular Plant Physiology,?,other or unknown,2015-09-14,12.0,18.0,30,64,2.1333333333333333,1.0,1.0,1.0,RF,multivariate and univariate models are equivalent,phenotype description  salt_quantity_after_08d  values  25  0  organism  nan,0.2446168235450999,0.1539138561797157
MTBLS43-v2maf-saltafterinitzero-saltafterinitpositive,MTBLS43,https://www.ebi.ac.uk/metabolights/editor/MTBLS43,m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (A)_v2_maf.tsv,Factor Value[Salt_Quantity_after_initiation],other,0,50,GC-MS,GCMS,"Max Planck Institute of Molecular Plant Physiology, Potsdam, Germany",?,other or unknown,2015-09-14,19.0,28.0,47,102,2.1702127659574466,0.8338541666666667,0.7989583333333334,0.8338541666666667,PLSDA,multivariate models performs better than univariate models,phenotype description  salt_quantity_after_initiation  values  0  50  organism  nan,0.2466454823617038,0.1858355344216747
MTBLS44-v2maf-SaltQuantityafter16dhigh-SaltQuantityafter16dlow,MTBLS44,https://www.ebi.ac.uk/metabolights/editor/MTBLS44,m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (B)_v2_maf.tsv,Factor Value[Salt_Quantity_after_16d],other,75,0,GC-MS,GCMS,Max Planck Institute of Molekular Plant Physiology,Lotus japonicus,plants,2015-09-14,27.0,19.0,46,101,2.1956521739130435,1.0,0.9375,1.0,rSCM,multivariate models performs better than univariate models,phenotype description  salt_quantity_after_16d  values  75  0  organism  lotus japonicus,0.3420230903520963,-0.0707689796840541
MTBLS45-metaboliteprofilingmassspectrometryv2maf-genotypett4-genotypecol0ormt1,MTBLS45,https://www.ebi.ac.uk/metabolights/editor/MTBLS45,m_gc0002_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[Genotype],mutation,tt4,Col-0,Leco Pegasus III,?,RIKEN Plant Science Center,Arabidopsis thaliana,plants,2014-03-01,33.0,20.0,53,166,3.1320754716981134,0.9510416666666668,0.8859375,0.9510416666666668,SCMBoost,multivariate models performs better than univariate models,phenotype description  genotype  values  tt4  col-0  organism  arabidopsis thaliana,0.2446574700565132,-0.1393724949989447
MTBLS52-metaboliteprofilingmassspectrometryv2maf-droughttreatmentS-droughttreatmentC,MTBLS52,https://www.ebi.ac.uk/metabolights/editor/MTBLS52,m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[drought treatment],treatment,S1,C,Bruker Daltonics esquire 3000,?,Institute of Plant Genetics Polish Academy of Science,Hordeum vulgare,plants,2014-11-20,10.0,22.0,32,104,3.25,0.7644345238095237,0.7644345238095237,0.7361607142857143,PLSDA,univariate models performs better than multivariate models,phenotype description  drought treatment  values  s1  c  organism  hordeum vulgare,0.3073514322106647,-0.1854277087804734
MTBLS52-metaboliteprofilingmassspectrometryv2maf-timepointofdroughtdurationlate-timepointofdroughtdurationearly,MTBLS52,https://www.ebi.ac.uk/metabolights/editor/MTBLS52,m_mtbls52_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[time point of drought duration],other,VI,V,Bruker Daltonics esquire 3000,?,Institute of Plant Genetics Polish Academy of Science,Hordeum vulgare,plants,2014-11-20,12.0,20.0,32,104,3.25,0.8135416666666666,0.7552083333333334,0.8135416666666666,SVMlinear,multivariate models performs better than univariate models,phenotype description  time point of drought duration  values  vi  v  organism  hordeum vulgare,0.2909382052423933,-0.252461454399533
MTBLS52-metaboliteprofilingmassspectrometryv2maf-droughttreatmentS3-rest,MTBLS52,https://www.ebi.ac.uk/metabolights/editor/MTBLS52,m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[drought treatment],treatment,S3,C,Acquity UPLC PDA,?,Institute of Plant Genetics Polish Academy of Science,Hordeum vulgare,plants,2014-11-20,421.0,126.0,547,104,0.1901279707495429,0.8877328256464456,0.6419523530116859,0.8877328256464456,SVMrbf,multivariate models performs better than univariate models,phenotype description  drought treatment  values  s3  c  organism  hordeum vulgare,0.3114366701565476,-0.1841692957545068
MTBLS52-metaboliteprofilingmassspectrometryv2maf-droughttreatmentS1-rest,MTBLS52,https://www.ebi.ac.uk/metabolights/editor/MTBLS52,m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[drought treatment],treatment,S1,C,Acquity UPLC PDA,?,Institute of Plant Genetics Polish Academy of Science,Hordeum vulgare,plants,2014-11-20,444.0,103.0,547,104,0.1901279707495429,0.9177584767564148,0.7915051891308676,0.9177584767564148,SVMlinear,multivariate models performs better than univariate models,phenotype description  drought treatment  values  s1  c  organism  hordeum vulgare,0.3073116600045366,-0.1854968637629022
MTBLS52-metaboliteprofilingmassspectrometryv2maf-droughttreatmentS2-rest,MTBLS52,https://www.ebi.ac.uk/metabolights/editor/MTBLS52,m_barley-drought-2010_metabolite profiling_mass spectrometry_v2_maf.tsv,Factor Value[drought treatment],treatment,S2,C,Acquity UPLC PDA,?,Institute of Plant Genetics Polish Academy of Science,Hordeum vulgare,plants,2014-11-20,410.0,137.0,547,104,0.1901279707495429,0.8385486151224688,0.6333690134725067,0.8385486151224688,SVMrbf,multivariate models performs better than univariate models,phenotype description  drought treatment  values  s2  c  organism  hordeum vulgare,0.3135316386363,-0.182872055793775
MTBLS54-v2maf-SaltQuantityafter16dhigh-SaltQuantityafter16dlow,MTBLS54,https://www.ebi.ac.uk/metabolights/editor/MTBLS54,m_Mining for metabolic responses to long-term salt stress a case study on the model legume Lotus japonicus (C)_v2_maf.tsv,Factor Value[Salt_Quantity_after_16d],other,75,0,GC-MS,GCMS,"Max Planck Institute of Molecular Plant Physiology, Potsdam, Germany",Lotus japonicus,plants,2015-09-14,24.0,16.0,40,97,2.425,0.9510416666666668,0.9510416666666668,0.8864583333333333,GBtree,univariate models performs better than multivariate models,phenotype description  salt_quantity_after_16d  values  75  0  organism  lotus japonicus,0.3420181799906657,-0.070769110764442
MTBLS56-2006metaboliteprofilingNMRspectroscopy-Developmentstagelast-Developmentstageearly,MTBLS56,https://www.ebi.ac.uk/metabolights/editor/MTBLS56,m_tomato_2006_metabolite profiling_NMR spectroscopy.tsv,Factor Value[Development stage],other,35,8,Bruker,?,INRA Bordeaux,Solanum lycopersicum,plants,2013-09-24,32.0,21.0,53,27,0.5094339622641509,1.0,0.9071428571428573,1.0,GBtree,multivariate models performs better than univariate models,phenotype description  development stage  values  35  8  organism  solanum lycopersicum,0.2043133909241744,-0.260551824973537
MTBLS56-2006metaboliteprofilingNMRspectroscopyv2maf-seed-pericarp,MTBLS56,https://www.ebi.ac.uk/metabolights/editor/MTBLS56,m_tomato_2006_metabolite profiling_NMR spectroscopy_v2_maf.tsv,Characteristics[Organism part],other,seed,pericarp,Bruker,?,INRA Bordeaux,Solanum lycopersicum,plants,2013-09-24,29.0,24.0,53,27,0.5094339622641509,1.0,1.0,1.0,AdaBoost,multivariate and univariate models are equivalent,phenotype description  organism part  values  seed  pericarp  organism  solanum lycopersicum,0.2263247132347514,-0.2916938048714741
MTBLS56-2006metaboliteprofilingNMRspectroscopyv2maf-Developmentstagelast-Developmentstageearly,MTBLS56,https://www.ebi.ac.uk/metabolights/editor/MTBLS56,m_tomato_2006_metabolite profiling_NMR spectroscopy_v2_maf.tsv,Factor Value[Development stage],other,35,8,Bruker,?,INRA Bordeaux,Solanum lycopersicum,plants,2013-09-24,33.0,21.0,54,27,0.5,1.0,0.8534226190476191,1.0,GBtree,multivariate models performs better than univariate models,phenotype description  development stage  values  35  8  organism  solanum lycopersicum,0.2043133909241744,-0.260551824973537
MTBLS56-2006metaboliteprofilingNMRspectroscopy-seed-pericarp,MTBLS56,https://www.ebi.ac.uk/metabolights/editor/MTBLS56,m_tomato_2006_metabolite profiling_NMR spectroscopy.tsv,Characteristics[Organism part],other,seed,pericarp,Bruker,?,INRA Bordeaux,Solanum lycopersicum,plants,2013-09-24,29.0,23.0,52,27,0.5192307692307693,1.0,1.0,1.0,AdaBoost,multivariate and univariate models are equivalent,phenotype description  organism part  values  seed  pericarp  organism  solanum lycopersicum,0.2263901930937165,-0.2916535193586579
