,id,file,n samples,n features,metadata column,1 label,0 label,Study Assay Technology Platform,affiliation,release date,organism,baseline majoritary score,best univariate score,best method score,best algo name,best algo score,tendency,number of algos runned,n zeros in y,n ones in y,best linear-based algo name,best linear-based algo score,best rule-based algo name,best rule-based algo score,technique category,organism curated,organism category,phenotype description combined,embeddings_PC0,embeddings_PC1,phenotype keyword,difference ML univariate,absolute difference |ML - univariate|,best overall score,fatness,is fat,release year,difference rule-based - linear-based,structure of best method
MTBLS12-v2maf-leaf-otherparts,MTBLS12,"m_Metabolomic profiles in short day, after bolting, single leaf analysis, Arabidopsis thaliana_v2_maf.tsv",69,67,Characteristics[Organism part],leaf,cotyledon,GC-MS,Max Planck Institute of Molekular Plant Physiology,2015-09-14,?,0.5,0.8799558080808081,0.984375,SVMlinear,0.984375,multivariate models performs better than univariate models,?,20.0,49.0,SVMlinear,0.984375,GBtree,0.9474431818181819,GCMS,other or unknown,other or unknown,phenotype description  organism part  values  leaf  cotyledon  organism  nan,-0.25041192348315444,-0.013857777723392004,other,0.10441919191919191,0.10441919191919191,0.984375,0.9710144927536232,False,2015,-0.03693181818181812,linear-based multivariate
MTBLS123-monrurineNMRspectroscopy-Fasted-Control,MTBLS123,m_monr_urine_NMR spectroscopy_v2_maf.tsv,203,62,Factor Value[Treatment],Fasted,Control,Varian,University of Minnesota,2015-01-31,Sus scrofa domesticus,0.5,0.5752559655980991,0.6008383428911446,DT,0.6008383428911446,multivariate models performs better than univariate models,?,54.0,149.0,SVMrbf,0.5874322750804432,DT,0.6008383428911446,other,other mammals,mammals,phenotype description  treatment  values  fasted  control  organism  sus scrofa domesticus,0.016655887878861672,0.15401816839122873,treatment,0.025582377293045466,0.025582377293045466,0.6008383428911446,0.3054187192118227,False,2015,0.013406067810701416,rule-based multivariate
MTBLS123-monrurineNMRspectroscopy-Lived-Died,MTBLS123,m_monr_urine_NMR spectroscopy_v2_maf.tsv,341,62,Factor Value[Survival],Lived,Died,Varian,University of Minnesota,2015-01-31,Sus scrofa domesticus,0.5,0.525039717234072,0.6643652932048995,SVMrbf,0.6643652932048995,multivariate models performs better than univariate models,?,75.0,266.0,SVMrbf,0.6643652932048995,RF,0.6565778754068392,other,other mammals,mammals,phenotype description  survival  values  lived  died  organism  sus scrofa domesticus,0.07018620132644565,-0.05645844506736767,other,0.1393255759708275,0.1393255759708275,0.6643652932048995,0.18181818181818182,False,2015,-0.007787417798060248,linear-based multivariate
MTBLS123-monrurineNMRspectroscopy-Prefed-Control,MTBLS123,m_monr_urine_NMR spectroscopy_v2_maf.tsv,180,62,Factor Value[Treatment],Prefed,Control,Varian,University of Minnesota,2015-01-31,Sus scrofa domesticus,0.5,0.9014942995223169,0.9353873556998558,XGBoost,0.9353873556998558,multivariate models performs better than univariate models,?,54.0,126.0,SVMlinear,0.8521050198205371,XGBoost,0.9353873556998558,other,other mammals,mammals,phenotype description  treatment  values  prefed  control  organism  sus scrofa domesticus,0.01930389806666015,0.1257142684235197,treatment,0.033893056177538905,0.033893056177538905,0.9353873556998558,0.34444444444444444,False,2015,0.08328233587931866,rule-based multivariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling1v2maf-MEDI4893-saline,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-1_v2_maf.tsv,30,14,Factor Value[Drug Treatment],MEDI4893,saline,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.5125,0.5416666666666666,SVMrbf,0.5416666666666666,no models performs better than the baseline,?,15.0,15.0,SVMrbf,0.5416666666666666,rSCM,0.42604166666666665,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  medi4893  saline  organism  nan,-0.0965363265894939,0.35270332119894987,treatment,0.029166666666666674,0.029166666666666674,0.5416666666666666,0.4666666666666667,False,2021,-0.11562499999999998,baseline
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling1v2maf-cIgG-MEDI4893,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-1_v2_maf.tsv,30,14,Factor Value[Drug Treatment],cIgG,MEDI4893,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.7145833333333332,0.75,SVMrbf,0.75,multivariate models performs better than univariate models,?,15.0,15.0,SVMrbf,0.75,DT,0.7114583333333333,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  cigg  medi4893  organism  nan,-0.018260353280888507,0.3791783056661183,treatment,0.03541666666666676,0.03541666666666676,0.75,0.4666666666666667,False,2021,-0.038541666666666696,linear-based multivariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling1v2maf-cIgG-levofloxacin,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-1_v2_maf.tsv,30,14,Factor Value[Drug Treatment],cIgG,levofloxacin,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.6354166666666666,0.7708333333333334,SVMlinear,0.7708333333333334,multivariate models performs better than univariate models,?,15.0,15.0,SVMlinear,0.7708333333333334,rSCM,0.6822916666666666,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  cigg  levofloxacin  organism  nan,-0.07681370790541177,0.4257508721593428,treatment,0.13541666666666674,0.13541666666666674,0.7708333333333334,0.4666666666666667,False,2021,-0.08854166666666674,linear-based multivariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling1v2maf-cIgG-saline,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-1_v2_maf.tsv,30,14,Factor Value[Drug Treatment],cIgG,saline,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.7635416666666667,0.7635416666666667,ElasticNet,0.7583333333333333,multivariate and univariate models are equivalent,?,15.0,15.0,SVMrbf,0.7479166666666667,rSCM,0.7145833333333333,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  cigg  saline  organism  nan,-0.042148755441868274,0.3953838843891022,treatment,-0.00520833333333337,0.00520833333333337,0.7635416666666667,0.4666666666666667,False,2021,-0.033333333333333326,univariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling1v2maf-levofloxacin-MEDI4893,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-1_v2_maf.tsv,30,14,Factor Value[Drug Treatment],levofloxacin,MEDI4893,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.7114583333333334,0.7114583333333334,SCMBoost,0.6916666666666667,multivariate and univariate models are equivalent,?,15.0,15.0,SVMlinear,0.678125,SCMBoost,0.6916666666666667,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  levofloxacin  medi4893  organism  nan,-0.10219944722948131,0.3867676068986102,treatment,-0.019791666666666763,0.019791666666666763,0.7114583333333334,0.4666666666666667,False,2021,0.013541666666666674,univariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling1v2maf-levofloxacin-saline,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-1_v2_maf.tsv,30,14,Factor Value[Drug Treatment],levofloxacin,saline,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.8239583333333332,0.8239583333333332,XGBoost,0.740625,univariate models performs better than multivariate models,?,15.0,15.0,SVMrbf,0.6479166666666667,XGBoost,0.740625,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  levofloxacin  saline  organism  nan,-0.14038701823001937,0.3978149476043361,treatment,-0.08333333333333326,0.08333333333333326,0.8239583333333332,0.4666666666666667,False,2021,0.09270833333333328,univariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling3v2maf-MEDI4893-saline,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-3_v2_maf.tsv,30,16,Factor Value[Drug Treatment],MEDI4893,saline,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.7135416666666666,0.7854166666666667,AdaBoost,0.7854166666666667,multivariate models performs better than univariate models,?,15.0,15.0,SVMlinear,0.66875,AdaBoost,0.7854166666666667,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  medi4893  saline  organism  nan,-0.09627819680066477,0.35259911136561584,treatment,0.07187500000000002,0.07187500000000002,0.7854166666666667,0.5333333333333333,False,2021,0.1166666666666667,rule-based multivariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling3v2maf-cIgG-MEDI4893,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-3_v2_maf.tsv,30,16,Factor Value[Drug Treatment],cIgG,MEDI4893,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.59375,0.8083333333333333,PLSDA,0.8083333333333333,multivariate models performs better than univariate models,?,15.0,15.0,PLSDA,0.8083333333333333,DT,0.7041666666666666,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  cigg  medi4893  organism  nan,-0.018260353280888507,0.3791783056661183,treatment,0.21458333333333335,0.21458333333333335,0.8083333333333333,0.5333333333333333,False,2021,-0.10416666666666674,linear-based multivariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling3v2maf-cIgG-levofloxacin,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-3_v2_maf.tsv,30,16,Factor Value[Drug Treatment],cIgG,levofloxacin,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.646875,0.775,AdaBoost,0.775,multivariate models performs better than univariate models,?,15.0,15.0,SVMlinear,0.6416666666666666,AdaBoost,0.775,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  cigg  levofloxacin  organism  nan,-0.07681370790541177,0.4257508721593428,treatment,0.12812500000000004,0.12812500000000004,0.775,0.5333333333333333,False,2021,0.13333333333333341,rule-based multivariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling3v2maf-cIgG-saline,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-3_v2_maf.tsv,30,16,Factor Value[Drug Treatment],cIgG,saline,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.6458333333333333,0.8135416666666666,XGBoost,0.8135416666666666,multivariate models performs better than univariate models,?,15.0,15.0,SVMlinear,0.7645833333333333,XGBoost,0.8135416666666666,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  cigg  saline  organism  nan,-0.042261826901726994,0.3955493908045097,treatment,0.16770833333333335,0.16770833333333335,0.8135416666666666,0.5333333333333333,False,2021,0.048958333333333326,rule-based multivariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling3v2maf-levofloxacin-MEDI4893,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-3_v2_maf.tsv,30,16,Factor Value[Drug Treatment],levofloxacin,MEDI4893,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.7302083333333332,0.8333333333333333,SCMBoost,0.8333333333333333,multivariate models performs better than univariate models,?,15.0,15.0,PLSDA,0.5927083333333333,SCMBoost,0.8333333333333333,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  levofloxacin  medi4893  organism  nan,-0.10219944722948131,0.3867676068986102,treatment,0.10312500000000002,0.10312500000000002,0.8333333333333333,0.5333333333333333,False,2021,0.24062499999999998,rule-based multivariate
MTBLS1257-LCMSnegativereversephasemetaboliteprofiling3v2maf-levofloxacin-saline,MTBLS1257,m_MTBLS1257_LC-MS_negative_reverse-phase_metabolite_profiling-3_v2_maf.tsv,30,16,Factor Value[Drug Treatment],levofloxacin,saline,Liquid Chromatography MS - negative - reverse phase,unknown,2021-01-11,?,0.5,0.7,0.7572916666666667,RF,0.7572916666666667,multivariate models performs better than univariate models,?,15.0,15.0,PLSDA,0.6635416666666667,RF,0.7572916666666667,LCMS,other or unknown,other or unknown,phenotype description  drug treatment  values  levofloxacin  saline  organism  nan,-0.14038701823001937,0.3978149476043361,treatment,0.05729166666666674,0.05729166666666674,0.7572916666666667,0.5333333333333333,False,2021,0.09375,rule-based multivariate
MTBLS126-mtblsxxx3metaboliteprofilingmassspectrometry-CMC-rest,MTBLS126,m_mtblsxxx3_metabolite_profiling_mass_spectrometry_v2_maf.tsv,72,82,Factor Value[Base],CMC,HO,LTQ Orbitrap Classic (Thermo Scientific),"Graduate School of Medicine, Kyoto University",2014-12-15,Mus musculus,0.5,0.6220238095238095,0.7770972083472084,SVMlinear,0.7770972083472084,multivariate models performs better than univariate models,?,54.0,18.0,SVMlinear,0.7770972083472084,DT,0.7014235764235764,LCMS,Mus musculus,Mus musculus,phenotype description  base  values  cmc  ho  organism  mus musculus,0.0502528564545244,0.10610060432584816,other,0.15507339882339888,0.15507339882339888,0.7770972083472084,1.1388888888888888,True,2014,-0.07567363192363197,linear-based multivariate
MTBLS126-mtblsxxx3metaboliteprofilingmassspectrometry-EtOH-rest,MTBLS126,m_mtblsxxx3_metabolite_profiling_mass_spectrometry_v2_maf.tsv,72,82,Factor Value[Base],EtOH,HO,LTQ Orbitrap Classic (Thermo Scientific),"Graduate School of Medicine, Kyoto University",2014-12-15,Mus musculus,0.5,0.7009154040404041,0.8347222222222223,PLSDA,0.8347222222222223,multivariate models performs better than univariate models,?,54.0,18.0,PLSDA,0.8347222222222223,GBtree,0.6757891414141414,LCMS,Mus musculus,Mus musculus,phenotype description  base  values  etoh  ho  organism  mus musculus,0.023298893910769013,0.09487229583464135,other,0.13380681818181817,0.13380681818181817,0.8347222222222223,1.1388888888888888,True,2014,-0.15893308080808088,linear-based multivariate
MTBLS126-mtblsxxx3metaboliteprofilingmassspectrometry-HO-rest,MTBLS126,m_mtblsxxx3_metabolite_profiling_mass_spectrometry_v2_maf.tsv,72,82,Factor Value[Base],HO,Ma,LTQ Orbitrap Classic (Thermo Scientific),"Graduate School of Medicine, Kyoto University",2014-12-15,Mus musculus,0.5,0.5763507326007326,0.7106716200466201,PLSDA,0.7106716200466201,multivariate models performs better than univariate models,?,54.0,18.0,PLSDA,0.7106716200466201,GBtree,0.593791625041625,LCMS,Mus musculus,Mus musculus,phenotype description  base  values  ho  ma  organism  mus musculus,0.04075518508361466,0.05290199532034217,other,0.13432088744588755,0.13432088744588755,0.7106716200466201,1.1388888888888888,True,2014,-0.11687999500499513,linear-based multivariate
MTBLS126-mtblsxxx3metaboliteprofilingmassspectrometry-Ma-rest,MTBLS126,m_mtblsxxx3_metabolite_profiling_mass_spectrometry_v2_maf.tsv,72,82,Factor Value[Base],Ma,HO,LTQ Orbitrap Classic (Thermo Scientific),"Graduate School of Medicine, Kyoto University",2014-12-15,Mus musculus,0.5,0.7881628787878788,0.8618055555555555,SVMrbf,0.8618055555555555,multivariate models performs better than univariate models,?,54.0,18.0,SVMrbf,0.8618055555555555,GBtree,0.8276515151515151,LCMS,Mus musculus,Mus musculus,phenotype description  base  values  ma  ho  organism  mus musculus,0.012620421300309317,0.06334845001787538,other,0.07364267676767666,0.07364267676767666,0.8618055555555555,1.1388888888888888,True,2014,-0.03415404040404035,linear-based multivariate
MTBLS1274-MTBLS1274oaplasmametaboliteprofilingmassspectrometry1-challengedcontrol-challengeplusOAwater,MTBLS1274,m_MTBLS1274_oaplasma_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv,20,47,Factor Value[Treatment],challenged control,challenge + OA water,Liquid Chromatography MS - Positive (LC-MS (Positive)),"Feed Research Institute,Chinese Academy of Agricultrual Sciences",2021-05-17,Gallus gallus,0.5,0.8958333333333333,0.9791666666666666,PLSDA,0.9791666666666666,multivariate models performs better than univariate models,?,10.0,10.0,PLSDA,0.9791666666666666,rSCM,0.8541666666666666,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  challenged control  challenge + oa water  organism  gallus gallus,-0.13436404593417556,0.1351100032433654,treatment,0.08333333333333337,0.08333333333333337,0.9791666666666666,2.35,True,2021,-0.125,linear-based multivariate
MTBLS1274-MTBLS1274oaplasmametaboliteprofilingmassspectrometry1-nonchallengedcontrol-challengedcontrol,MTBLS1274,m_MTBLS1274_oaplasma_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv,20,47,Factor Value[Treatment],non-challenged control,challenged control,Liquid Chromatography MS - Positive (LC-MS (Positive)),"Feed Research Institute,Chinese Academy of Agricultrual Sciences",2021-05-17,Gallus gallus,0.5,0.8958333333333333,0.8958333333333333,SVMlinear,0.8958333333333333,multivariate and univariate models are equivalent,?,10.0,10.0,SVMlinear,0.8958333333333333,DT,0.8020833333333333,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  non-challenged control  challenged control  organism  gallus gallus,-0.09001000557438645,0.1199799811973398,treatment,0.0,0.0,0.8958333333333333,2.35,True,2021,-0.09375,univariate
MTBLS1274-MTBLS1274oaplasmametaboliteprofilingmassspectrometry1-nonchallengedcontrol-challengeplusOAwater,MTBLS1274,m_MTBLS1274_oaplasma_metabolite_profiling_mass_spectrometry-1_v2_maf.tsv,20,47,Factor Value[Treatment],non-challenged control,challenge + OA water,Liquid Chromatography MS - Positive (LC-MS (Positive)),"Feed Research Institute,Chinese Academy of Agricultrual Sciences",2021-05-17,Gallus gallus,0.5,0.875,0.875,PLSDA,0.8333333333333333,univariate models performs better than multivariate models,?,10.0,10.0,PLSDA,0.8333333333333333,GBtree,0.75,LCMS,other or unknown,other or unknown,phenotype description  treatment  values  non-challenged control  challenge + oa water  organism  gallus gallus,-0.12652363905950065,0.15631922869134676,treatment,-0.04166666666666674,0.04166666666666674,0.875,2.35,True,2021,-0.08333333333333326,univariate
